site	alpha	beta1	p1	beta+	p+	LRT	p-value	#_branches_under_selection	Total_branch_length	MEME_LogL	FEL_LogL	LRT_MEME_vs_FEL	FEL_alpha	FEL_beta
491	16.892	0.83628	0.99606	1.5729	0.0039409	0	0.66667	0	0	-23.025	-23.025	1	16.994	0.86065
492	10.496	0	0.87899	35.127	0.12101	0.21109	0.52371	2	0	-27.476	-27.702	0.79753	10.474	2.6894
493	0	0	1	0	0	0	1	0	0	0	0	1	0	0
494	0	0	1	0	0	0	1	0	0	0	0	1	0	0
495	6.742	1.0181e-06	1	0.34498	0	0	0.66667	0	0	-13.542	-13.542	1	6.7492	1.069e-06
496	3.9156	0.0055225	0.92822	552.37	0.071781	3.603	0.077823	3	0	-29.09	-30.901	0.1635	11.604	4.3687
497	0	0	1	0	0	0	1	0	0	0	0	1	0	0
498	36.041	1.5504e-08	1	0.38266	0	0	0.66667	0	0	-14.437	-14.437	1	36.364	1.3524e-08
499	5.0624	1.6617e-05	1	0.2783	0	0	0.66667	0	0	-17.643	-17.643	1	5.0541	1.7333e-05
500	7.4053e-05	1.8513e-08	0.01	0.96546	0.99	0.30509	0.489	0	0	-10.313	-10.313	1	7.4053e-05	0.96546
501	3.4786	2.9868e-05	1	0.27779	0	0	0.66667	0	0	-9.4132	-9.4133	0.99989	3.4152	3.1255e-05
502	2.0698	4.0179e-06	1	0.21455	0	0	0.66667	0	0	-7.6414	-7.6415	0.99984	2.0377	4.216e-06
503	18.512	5.0722e-05	1	0.93692	0	0	0.66667	0	0	-22.052	-22.052	1	18.522	5.3472e-05
504	10.291	7.474	0.94701	6.9697	0.052991	0	0.66667	0	0	-37.95	-37.95	1	10.377	7.5115
505	10000	0.79005	0.74141	0.76265	0.25859	0	0.66667	0	0	-10.06	-10.06	1	10000	0.78133
506	1.2787	0.00014591	1	0.13738	0	0	0.66667	0	0	-10.019	-10.019	0.99977	1.3067	0.00015576
507	0.0020876	8.5602e-08	0.95687	56.936	0.043132	4.7588	0.0427	1	0	-13.053	-15.415	0.094225	2.5822	1.5541
508	9.0186e-05	2.2546e-08	0.01	1.1491	0.99	0.34267	0.47642	1	0	-9.6124	-9.6122	1	9.0186e-05	1.1491
509	4.8827	1.7628e-07	1	0.30331	0	0	0.66667	0	0	-11.145	-11.145	1	4.8874	1.8508e-07
510	2.869	0.00022418	0.71094	4.4294	0.28906	0.035461	0.61541	1	0	-16.328	-16.369	0.96023	2.8818	1.1454
511	16.615	3.0778e-06	1	0.4658	0	0	0.66667	0	0	-12.301	-12.301	1	16.591	2.6585e-06
512	0	0	1	0	0	0	1	0	0	0	0	1	0	0
513	49.094	2.2577e-05	1	0.60371	0	0	0.66667	0	0	-14.143	-14.143	1	48.81	2.3005e-05
514	3.7596	1.7089	0.82304	59.538	0.17696	3.1448	0.09895	1	0	-38.737	-40.23	0.22478	5.4626	7.5966
515	0	0	1	0	0	0	1	0	0	0	0	1	0	0
516	3.0604	0.021885	0.97041	136.1	0.029592	1.0333	0.31154	1	0	-15.766	-16.325	0.57206	3.2004	1.0745
517	6.4953	0.00037035	0.75237	4.0295	0.24763	0	0.66667	0	0	-18.713	-18.67	1	6.35	0.97466
518	6.8636	0.0096548	0.037528	2.7161	0.96247	0	0.66667	0	0	-19.431	-19.428	1	6.8718	2.5812
519	0	0	1	0	0	0	1	0	0	0	0	1	0	0
520	0	0	1	0	0	0	1	0	0	0	0	1	0	0
521	3.0405	1.4117e-05	1	0.242	0	0	0.66667	0	0	-7.8702	-7.8702	1	3.0532	1.4826e-05
522	34.21	1.0271	0.94687	2.1313	0.05313	0	0.66667	0	0	-19.087	-19.087	0.99968	34.387	1.0782
523	0	0	1	0	0	0	1	0	0	0	0	1	0	0
524	0	0	1	0	0	0	1	0	0	0	0	1	0	0
525	0	0	1	0	0	0	1	0	0	0	0	1	0	0
526	0	0	1	0	0	0	1	0	0	0	0	1	0	0
527	3.1233e-06	1.2499e-06	0.97611	751.41	0.023888	4.4485	0.050135	1	0	-12.034	-13.82	0.16767	6.5733e-06	0.96552
528	0.00019381	0.00014923	0.93383	30.042	0.066174	2.5629	0.13462	1	0	-12.519	-13.795	0.27916	1.3457	1.8451
529	0.0027677	6.9192e-07	0.01	1.8273	0.99	0.96003	0.32504	1	0	-9.9368	-9.9365	1	0.0027677	1.8273
530	1.1854e-05	2.9635e-09	0.01	18.016	0.99	7.4168	0.010928	0	0	-43.84	-43.835	1	1.1854e-05	18.016
531	3.5682	0.018797	1e-08	1.0734	1	0	0.66667	0	0	-15.03	-15.03	1	3.5729	1.0842
532	0.00022859	5.7146e-08	0.01	3.3133	0.99	1.0153	0.31479	1	0	-17.829	-17.827	1	0.00022859	3.3133
533	4.0829e-05	1.0207e-08	0.01	1.9768	0.99	1.1185	0.29667	2	0	-15.453	-15.453	1	4.0829e-05	1.9768
534	3.0074e-05	1.6041e-05	0.48652	11.238	0.51348	2.6283	0.13002	1	0	-22.746	-22.785	0.96101	2.9816e-05	4.9895
535	2.6606e-06	9.7949e-07	0.71887	12.075	0.28113	1.9696	0.1851	2	0	-15.824	-16.301	0.62055	7.4928e-06	3.9186
536	8.434	6.2003	0.70342	4.2796	0.29658	0	0.66667	0	0	-30.365	-30.352	1	9.3585	5.4601
537	7.0102e-06	3.3752e-06	0.84897	45.03	0.15103	4.1832	0.057529	3	0	-21.718	-22.257	0.58375	9.9258e-06	3.582
538	7.1643e-05	4.2945e-09	0.01012	3.6822	0.98988	1.7076	0.21351	2	0	-17.433	-17.432	1	6.9942e-05	3.6386
539	16.017	2.282	0.892	2.3438	0.108	0	0.66667	0	0	-22.974	-22.973	1	16.42	2.2488
540	0	0	1	0	0	0	1	0	0	0	0	1	0	0
541	8.5762e-05	0	0.01	3.6376	0.99	2.0367	0.1785	0	0	-22.465	-22.465	1	8.5762e-05	3.6376
542	0	0	1	0	0	0	1	0	0	0	0	1	0	0
543	3.2226	1.9809	0.8502	1.4904	0.1498	0	0.66667	0	0	-18.919	-18.918	1	3.2635	1.8773
544	3.2081	2.14e-07	1	0.25453	0	0	0.66667	0	0	-11.54	-11.54	1	3.2016	2.1889e-07
545	0	0	1	0	0	0	1	0	0	0	0	1	0	0
546	7.4656	0.04677	1	0.57093	0	0	0.66667	0	0	-14.754	-14.758	0.99581	7.4796	0.051804
547	3.1206	0.00078015	0.01	3.6114	0.99	0.018777	0.63054	1	0	-26.037	-26.03	1	3.1206	3.6114
548	0	0	1	0	0	0	1	0	0	0	0	1	0	0
549	8.4247	3.929e-07	1	0.31399	0	0	0.66667	0	0	-19.421	-19.421	0.99998	8.4581	4.2539e-07
550	16.647	7.3502	0.86652	7.8001	0.13348	0	0.66667	0	0	-45.858	-45.858	1	16.541	7.4446
551	0	0	1	0	0	0	1	0	0	0	0	1	0	0
552	8.3895e-05	5.0289e-09	0.01012	4.0617	0.98988	2.2677	0.15762	2	0	-19.559	-19.557	1	8.1901e-05	4.0121
553	8.6679	5.7262	0.81447	5.8654	0.18553	0	0.66667	0	0	-32.05	-32.05	1	8.7713	5.6944
554	5.8268e-05	3.4928e-09	0.01012	4.9061	0.98988	2.347	0.15106	2	0	-19.535	-19.533	1	5.6885e-05	4.8422
555	5.8906e-05	3.241e-05	0.45119	8.4703	0.54881	1.8019	0.20278	2	0	-17.495	-17.627	0.87569	6.7699e-05	5.0039
556	2.9194	1.7902	0.87715	3.2884	0.12285	-0.00073517	0.66667	0	0	-20.433	-20.431	1	2.974	1.9458
557	7.1443	1.2228	0.84836	28.258	0.15164	0.81148	0.35468	1	0	-29.153	-29.719	0.56803	6.2058	5.4173
558	2.0699	9.6029e-06	1	0.20459	0	0	0.66667	0	0	-10.069	-10.069	0.99999	2.0662	9.8248e-06
559	7.5934e-07	3.6993e-07	0.90107	122.18	0.098927	3.8281	0.069197	3	0	-22.032	-22.691	0.51723	1.1523e-06	4.5958
560	4.337	2.2208e-05	1	0.081917	0	0	0.66667	0	0	-7.8879	-7.888	0.99997	4.3194	1.8442e-05
561	2.7635	0.00069087	0.01	6.8274	0.99	0.72073	0.37449	0	0	-29.946	-29.938	1	2.7635	6.8274
562	0	0	1	0	0	0	1	0	0	0	0	1	0	0
563	6.4881	6.764e-06	1	0.093921	0	0	0.66667	0	0	-8.3091	-8.3091	0.99997	6.4579	5.6135e-06
564	6.4023	1.1107e-05	1	0.12925	0	0	0.66667	0	0	-8.2527	-8.2527	1	6.4316	9.4508e-06
565	0	0	1	0	0	0	1	0	0	0	0	1	0	0
566	3.1925	2.3065	0.88063	2.5146	0.11937	0	0.66667	0	0	-16.621	-16.62	1	3.2776	2.3066
567	0	0	1	0	0	0	1	0	0	0	0	1	0	0
568	6.1889e-06	1.5472e-09	0.01	2.4643	0.99	1.3524	0.25993	0	0	-12.909	-12.909	1	6.1889e-06	2.4643
569	3.5894	0.00089736	0.01	13.673	0.99	2.1176	0.17087	1	0	-40.115	-40.1	1	3.5894	13.673
570	2.9266	0.94039	0.97741	2440.6	0.022592	2.9291	0.11086	1	0	-21.788	-23.282	0.2245	3.8087	2.7742
571	1.8368	1.3793e-06	1	0.18741	0	0	0.66667	0	0	-9.1945	-9.1945	0.99998	1.8434	1.4478e-06
572	5.6747	2.2613	0.90841	2.2148	0.091586	0	0.66667	0	0	-17.825	-17.825	1	5.584	2.2705
573	3.173	0.00079326	0.01	5.545	0.99	0.2437	0.51107	2	0	-21.777	-21.774	1	3.173	5.545
574	0	0	1	0	0	0	1	0	0	0	0	1	0	0
575	3.2526	0	0.73938	3.9826	0.26062	0.010991	0.63961	1	0	-16.364	-16.376	0.98716	3.3696	0.94495
576	3.3756	1.9156e-05	1	0.26066	0	0	0.66667	0	0	-7.894	-7.894	1	3.3686	1.9593e-05
577	3.0378	0	0.735	4.5567	0.265	0.0095479	0.64157	1	0	-13.906	-13.92	0.98646	3.0378	1.103
578	9.5313	0.053262	1e-08	4.3789	1	0	0.66667	0	0	-31.922	-31.922	1	9.4192	4.3852
579	3.3143	0.00025578	0.010154	6.4169	0.98985	0.37085	0.46737	0	0	-25.61	-25.609	1	3.2625	6.3766
580	0	0	1	0	0	0	1	0	0	0	0	1	0	0
581	9.4198	0	0.77832	34.907	0.22168	0.54823	0.41647	2	0	-34.725	-35.225	0.6067	9.2744	4.611
582	1.8169	0.0001343	0.010148	2.3157	0.98985	0.036246	0.61478	2	0	-18.303	-18.303	1	1.801	2.2723
583	1.8641e-05	4.6603e-09	0.01	3.3901	0.99	1.0293	0.31226	0	0	-16.025	-16.023	1	1.8641e-05	3.3901
584	6.2728	3.1038e-06	1	0.32661	0	0	0.66667	0	0	-8.0858	-8.0858	1	6.4075	2.7898e-06
585	0	0	1	0	0	0	1	0	0	0	0	1	0	0
